station	valid	lon	lat	elevation	tmpc	relh	sknt	sped	metar
AMW	2026-05-06 13:53	-93.6185	41.9904	280.00	8.33	41.81	8.00	9.20	KAMW 061353Z AUTO 36008KT 10SM CLR 08/M04 A3005 RMK AO2 SLP178 T00831039
AMW	2026-05-06 14:53	-93.6185	41.9904	280.00	9.44	37.20	10.00	11.50	KAMW 061453Z AUTO 31010KT 10SM CLR 09/M04 A3006 RMK AO2 SLP180 T00941044 51012
AMW	2026-05-06 15:53	-93.6185	41.9904	280.00	10.56	31.75	13.00	14.95	KAMW 061553Z AUTO 30013G24KT 10SM BKN060 11/M06 A3006 RMK AO2 SLP181 T01061056
AMW	2026-05-06 16:53	-93.6185	41.9904	280.00	10.00	32.95	11.00	12.65	KAMW 061653Z AUTO 30011KT 10SM OVC070 10/M06 A3007 RMK AO2 SLP183 T01001056
AMW	2026-05-06 17:53	-93.6185	41.9904	280.00	11.67	28.27	13.00	14.95	KAMW 061753Z AUTO 30013G22KT 10SM OVC080 12/M06 A3006 RMK AO2 PK WND 30026/1741 SLP179 T01171061 10122 20033 58002
AMW	2026-05-06 18:53	-93.6185	41.9904	280.00	12.22	28.43	12.00	13.80	KAMW 061853Z AUTO 30012G21KT 10SM BKN075 12/M06 A3004 RMK AO2 PK WND 31027/1835 SLP175 T01221056
AMW	2026-05-06 19:53	-93.6185	41.9904	280.00	13.33	26.43	17.00	19.55	KAMW 061953Z AUTO 28017G24KT 10SM OVC080 13/M06 A3004 RMK AO2 SLP173 T01331056
AMW	2026-05-06 20:53	-93.6185	41.9904	280.00	13.89	24.44	15.00	17.25	KAMW 062053Z AUTO 28015G24KT 10SM BKN085 14/M06 A3002 RMK AO2 SLP166 T01391061 58012
AMW	2026-05-06 21:53	-93.6185	41.9904	280.00	13.89	23.42	14.00	16.10	KAMW 062153Z AUTO 29014G25KT 10SM BKN080 14/M07 A3001 RMK AO2 SLP162 T01391067
AMW	2026-05-06 22:53	-93.6185	41.9904	280.00	13.89	23.42	13.00	14.95	KAMW 062253Z AUTO 33013KT 10SM BKN085 14/M07 A3001 RMK AO2 PK WND 30026/2204 SLP162 T01391067
AMW	2026-05-06 23:53	-93.6185	41.9904	280.00	12.78	24.13	9.00	10.35	KAMW 062353Z AUTO 29009KT 10SM BKN085 13/M07 A3000 RMK AO2 SLP160 T01281072 10144 20111 56007
AMW	2026-05-07 00:53	-93.6185	41.9904	280.00	11.67	27.09	6.00	6.90	KAMW 070053Z AUTO 32006KT 10SM CLR 12/M07 A2999 RMK AO2 SLP156 T01171067
AMW	2026-05-07 01:53	-93.6185	41.9904	280.00	8.33	38.45	4.00	4.60	KAMW 070153Z AUTO 28004KT 10SM CLR 08/M05 A2999 RMK AO2 SLP156 T00831050
AMW	2026-05-07 02:53	-93.6185	41.9904	280.00	3.89	59.25	6.00	6.90	KAMW 070253Z AUTO 23006KT 10SM CLR 04/M03 A2999 RMK AO2 SLP159 T00391033 55002
AMW	2026-05-07 03:53	-93.6185	41.9904	280.00	3.89	56.84	0.00	0.00	KAMW 070353Z AUTO 00000KT 10SM CLR 04/M04 A2999 RMK AO2 SLP157 T00391039
AMW	2026-05-07 04:53	-93.6185	41.9904	280.00	3.33	64.22	0.00	0.00	KAMW 070453Z AUTO 00000KT 10SM CLR 03/M03 A2997 RMK AO2 SLP152 T00331028
AMW	2026-05-07 05:53	-93.6185	41.9904	280.00	2.22	72.41	0.00	0.00	KAMW 070553Z AUTO 00000KT 10SM CLR 02/M02 A2997 RMK AO2 SLP151 T00221022 10128 20017 401440017 56008
AMW	2026-05-07 06:53	-93.6185	41.9904	280.00	3.33	66.92	0.00	0.00	KAMW 070653Z AUTO 00000KT 10SM OVC110 03/M02 A2996 RMK AO2 SLP145 T00331022
AMW	2026-05-07 07:53	-93.6185	41.9904	280.00	5.00	67.29	0.00	0.00	KAMW 070753Z AUTO 00000KT 10SM OVC090 05/M01 A2994 RMK AO2 SLP139 T00501006
AMW	2026-05-07 08:53	-93.6185	41.9904	280.00	7.22	49.00	6.00	6.90	KAMW 070853Z AUTO 22006KT 10SM FEW070 OVC090 07/M03 A2994 RMK AO2 SLP137 T00721028 56011
AMW	2026-05-07 09:53	-93.6185	41.9904	280.00	4.44	64.48	4.00	4.60	KAMW 070953Z AUTO 14004KT 10SM BKN100 04/M02 A2990 RMK AO2 SLP125 T00441017
AMW	2026-05-07 10:53	-93.6185	41.9904	280.00	4.44	69.95	3.00	3.45	KAMW 071053Z AUTO 16003KT 10SM FEW080 OVC100 04/M01 A2988 RMK AO2 SLP119 T00441006
AMW	2026-05-07 11:53	-93.6185	41.9904	280.00	7.22	57.71	6.00	6.90	KAMW 071153Z AUTO 19006KT 10SM SCT065 BKN080 BKN110 07/M01 A2989 RMK AO2 SLP122 T00721006 10072 20017 55016
AMW	2026-05-07 12:53	-93.6185	41.9904	280.00	8.33	62.83	14.00	16.10	KAMW 071253Z AUTO 22014KT 10SM FEW050 SCT070 SCT095 08/02 A2988 RMK AO2 RAB02E39 SLP120 P0000 T00830017
AMW	2026-05-07 13:53	-93.6185	41.9904	280.00	7.78	70.62	8.00	9.20	KAMW 071353Z AUTO 24008KT 10SM -RA BKN045 OVC055 08/03 A2991 RMK AO2 PK WND 22030/1320 RAB16 SLP128 P0002 T00780028
AMW	2026-05-07 14:53	-93.6185	41.9904	280.00	10.56	65.87	11.00	12.65	KAMW 071453Z AUTO 18011KT 10SM FEW017 FEW085 BKN110 11/04 A2988 RMK AO2 RAE11 SLP121 P0000 60002 T01060044 58003
AMW	2026-05-07 15:53	-93.6185	41.9904	280.00	12.78	61.46	12.00	13.80	KAMW 071553Z AUTO 21012KT 10SM FEW055 FEW070 BKN100 13/06 A2989 RMK AO2 SLP122 T01280056
AMW	2026-05-07 16:53	-93.6185	41.9904	280.00	13.89	52.90	12.00	13.80	KAMW 071653Z AUTO 23012KT 10SM FEW080 BKN100 14/04 A2989 RMK AO2 SLP120 T01390044
AMW	2026-05-07 17:53	-93.6185	41.9904	280.00	15.00	42.08	7.00	8.05	KAMW 071753Z AUTO 24007KT 10SM OVC100 15/02 A2987 RMK AO2 SLP114 60002 T01500022 10150 20067 58004
AMW	2026-05-07 18:53	-93.6185	41.9904	280.00	16.67	34.93	0.00	0.00	KAMW 071853Z AUTO 00000KT 10SM CLR 17/01 A2985 RMK AO2 SLP109 T01670011
AMW	2026-05-07 19:53	-93.6185	41.9904	280.00	18.89	25.85	5.00	5.75	KAMW 071953Z AUTO 28005KT 10SM BKN100 19/M01 A2983 RMK AO2 SLP100 T01891011
AMW	2026-05-07 20:53	-93.6185	41.9904	280.00	19.44	26.00	6.00	6.90	KAMW 072053Z AUTO 30006G16KT 10SM CLR 19/M01 A2981 RMK AO2 SLP092 T01941006 58019
AMW	2026-05-07 21:53	-93.6185	41.9904	280.00	20.00	25.12	6.00	6.90	KAMW 072153Z AUTO 28006KT 10SM CLR 20/M01 A2979 RMK AO2 SLP087 T02001006
AMW	2026-05-07 22:53	-93.6185	41.9904	280.00	20.00	26.16	3.00	3.45	KAMW 072253Z AUTO 23003KT 10SM CLR 20/00 A2978 RMK AO2 SLP083 T02000000
AMW	2026-05-07 23:53	-93.6185	41.9904	280.00	18.89	30.37	3.00	3.45	KAMW 072353Z AUTO 15003KT 10SM BKN095 19/01 A2978 RMK AO2 SLP081 T01890011 10206 20150 56010
AMW	2026-05-08 00:53	-93.6185	41.9904	280.00	18.33	26.76	0.00	0.00	KAMW 080053Z AUTO 00000KT 10SM BKN095 18/M01 A2978 RMK AO2 SLP083 T01831011
AMW	2026-05-08 01:53	-93.6185	41.9904	280.00	16.67	30.96	0.00	0.00	KAMW 080153Z AUTO 00000KT 10SM OVC090 17/M01 A2981 RMK AO2 SLP092 T01671006
AMW	2026-05-08 02:53	-93.6185	41.9904	280.00	15.00	28.06	4.00	4.60	KAMW 080253Z AUTO 05004KT 10SM BKN095 15/M03 A2984 RMK AO2 SLP101 T01501033 53019
AMW	2026-05-08 03:53	-93.6185	41.9904	280.00	12.22	36.51	3.00	3.45	KAMW 080353Z AUTO 34003KT 10SM CLR 12/M02 A2984 RMK AO2 SLP103 T01221022
AMW	2026-05-08 04:53	-93.6185	41.9904	280.00	9.44	47.66	0.00	0.00	KAMW 080453Z AUTO 00000KT 10SM CLR 09/M01 A2984 RMK AO2 SLP104 T00941011
AMW	2026-05-08 05:53	-93.6185	41.9904	280.00	8.89	45.59	0.00	0.00	KAMW 080553Z AUTO 00000KT 10SM CLR 09/M02 A2983 RMK AO2 SLP101 T00891022 10189 20078 402060017 58000
AMW	2026-05-08 06:53	-93.6185	41.9904	280.00	7.78	49.16	0.00	0.00	KAMW 080653Z AUTO 00000KT 10SM CLR 08/M02 A2983 RMK AO2 SLP098 T00781022
AMW	2026-05-08 07:53	-93.6185	41.9904	280.00	7.22	53.20	0.00	0.00	KAMW 080753Z AUTO 00000KT 10SM CLR 07/M02 A2982 RMK AO2 SLP095 T00721017
AMW	2026-05-08 08:53	-93.6185	41.9904	280.00	8.33	45.43	0.00	0.00	KAMW 080853Z AUTO 00000KT 10SM CLR 08/M03 A2981 RMK AO2 SLP093 T00831028 56007
AMW	2026-05-08 09:53	-93.6185	41.9904	280.00	6.11	64.86	0.00	0.00	KAMW 080953Z AUTO 00000KT 10SM CLR 06/00 A2982 RMK AO2 SLP094 T00610000
AMW	2026-05-08 10:53	-93.6185	41.9904	280.00	3.89	72.73	0.00	0.00	KAMW 081053Z AUTO 00000KT 10SM CLR 04/M01 A2982 RMK AO2 SLP094 T00391006
AMW	2026-05-08 11:53	-93.6185	41.9904	280.00	6.11	67.53	0.00	0.00	KAMW 081153Z AUTO 00000KT 10SM CLR 06/01 A2980 RMK AO2 SLP090 70002 T00610006 10094 20033 58003
AMW	2026-05-08 12:53	-93.6185	41.9904	280.00	10.56	47.98	3.00	3.45	KAMW 081253Z AUTO 14003KT 10SM CLR 11/00 A2981 RMK AO2 SLP090 T01060000
AMW	2026-05-08 13:53	-93.6185	41.9904	280.00	13.89	47.04	4.00	4.60	KAMW 081353Z AUTO 15004KT 10SM CLR 14/03 A2982 RMK AO2 SLP092 T01390028
AMW	2026-05-08 14:53	-93.6185	41.9904	280.00	17.78	42.89	8.00	9.20	KAMW 081453Z AUTO 19008KT 10SM CLR 18/05 A2981 RMK AO2 SLP090 T01780050 50002
AMW	2026-05-08 15:53	-93.6185	41.9904	280.00	20.00	25.12	4.00	4.60	KAMW 081553Z AUTO 27004KT 10SM CLR 20/M01 A2979 RMK AO2 SLP084 T02001006
AMW	2026-05-08 16:53	-93.6185	41.9904	280.00	20.56	19.78	4.00	4.60	KAMW 081653Z AUTO VRB04KT 10SM CLR 21/M03 A2978 RMK AO2 SLP080 T02061033
AMW	2026-05-08 17:53	-93.6185	41.9904	280.00	21.67	19.25	9.00	10.35	KAMW 081753Z AUTO 33009KT 10SM CLR 22/M03 A2976 RMK AO2 SLP073 T02171028 10222 20061 58017
AMW	2026-05-08 18:53	-93.6185	41.9904	280.00	22.78	19.54	5.00	5.75	KAMW 081853Z AUTO 31005KT 10SM CLR 23/M02 A2974 RMK AO2 SLP068 T02281017
AMW	2026-05-08 19:53	-93.6185	41.9904	280.00	24.44	16.28	9.00	10.35	KAMW 081953Z AUTO 25009G18KT 10SM CLR 24/M03 A2972 RMK AO2 SLP057 T02441028
AMW	2026-05-08 20:53	-93.6185	41.9904	280.00	23.89	18.27	M	M	KAMW 082053Z AUTO 10SM BKN120 24/M02 A2968 RMK AO2 SLP047 T02391017 58024
AMW	2026-05-08 21:53	-93.6185	41.9904	280.00	23.89	16.83	11.00	12.65	KAMW 082153Z AUTO 24011G20KT 10SM SCT120 24/M03 A2966 RMK AO2 SLP041 T02391028
AMW	2026-05-08 22:53	-93.6185	41.9904	280.00	24.44	16.96	11.00	12.65	KAMW 082253Z AUTO 27011KT 10SM CLR 24/M02 A2965 RMK AO2 SLP037 T02441022
AMW	2026-05-08 23:53	-93.6185	41.9904	280.00	22.22	21.05	7.00	8.05	KAMW 082353Z AUTO 29007KT 10SM FEW110 22/M01 A2964 RMK AO2 SLP032 T02221011 10256 20217 56015
AMW	2026-05-09 00:53	-93.6185	41.9904	280.00	21.11	25.43	5.00	5.75	KAMW 090053Z AUTO 27005KT 10SM SCT110 21/01 A2963 RMK AO2 SLP030 T02110006
AMW	2026-05-09 01:53	-93.6185	41.9904	280.00	20.56	28.51	10.00	11.50	KAMW 090153Z AUTO 23010KT 10SM BKN110 21/02 A2964 RMK AO2 SLP031 T02060017
AMW	2026-05-09 02:53	-93.6185	41.9904	280.00	15.00	43.78	7.00	8.05	KAMW 090253Z AUTO 23007KT 10SM SCT120 15/03 A2965 RMK AO2 SLP034 T01500028 53002
AMW	2026-05-09 03:53	-93.6185	41.9904	280.00	16.67	47.82	12.00	13.80	KAMW 090353Z AUTO 22012KT 10SM FEW120 17/06 A2966 RMK AO2 SLP038 T01670056
AMW	2026-05-09 04:53	-93.6185	41.9904	280.00	16.11	53.50	9.00	10.35	KAMW 090453Z AUTO 25009KT 10SM BKN110 16/07 A2968 RMK AO2 SLP044 T01610067
AMW	2026-05-09 05:53	-93.6185	41.9904	280.00	14.44	49.08	6.00	6.90	KAMW 090553Z AUTO 29006KT 10SM CLR 14/04 A2968 RMK AO2 SLP045 T01440039 10233 20139 402560033 51012
AMW	2026-05-09 06:53	-93.6185	41.9904	280.00	8.89	68.12	3.00	3.45	KAMW 090653Z AUTO 28003KT 10SM CLR 09/03 A2968 RMK AO2 SLP045 T00890033
AMW	2026-05-09 07:53	-93.6185	41.9904	280.00	8.33	68.01	7.00	8.05	KAMW 090753Z AUTO 23007KT 10SM CLR 08/03 A2968 RMK AO2 SLP046 T00830028
AMW	2026-05-09 08:53	-93.6185	41.9904	280.00	8.33	62.83	4.00	4.60	KAMW 090853Z AUTO 28004KT 10SM CLR 08/02 A2969 RMK AO2 SLP049 T00830017 53003
AMW	2026-05-09 09:53	-93.6185	41.9904	280.00	7.22	67.77	5.00	5.75	KAMW 090953Z AUTO 27005KT 10SM CLR 07/02 A2969 RMK AO2 SLP049 T00720017
AMW	2026-05-09 10:53	-93.6185	41.9904	280.00	5.00	75.92	3.00	3.45	KAMW 091053Z AUTO VRB03KT 10SM CLR 05/01 A2968 RMK AO2 SLP045 T00500011
AMW	2026-05-09 11:53	-93.6185	41.9904	280.00	8.33	62.83	6.00	6.90	KAMW 091153Z AUTO 25006KT 10SM CLR 08/02 A2969 RMK AO2 SLP050 T00830017 10144 20050 55000
AMW	2026-05-09 12:53	-93.6185	41.9904	280.00	13.89	43.45	8.00	9.20	KAMW 091253Z AUTO 24008KT 10SM CLR 14/02 A2970 RMK AO2 SLP052 T01390017
AMW	2026-05-09 13:44	-93.6185	41.9904	280.00	17.22	32.40	14.00	16.10	KAMW 091344Z AUTO 33014G21KT 10SM CLR 17/01 A2976 RMK AO2 PK WND 35026/1326 WSHFT 1324 T01720006
AMW	2026-05-09 13:53	-93.6185	41.9904	280.00	17.78	30.05	10.00	11.50	KAMW 091353Z AUTO 33010KT 10SM CLR 18/00 A2975 RMK AO2 PK WND 35026/1326 WSHFT 1324 SLP068 T01780000
AMW	2026-05-09 14:53	-93.6185	41.9904	280.00	19.44	29.34	12.00	13.80	KAMW 091453Z AUTO 33012KT 10SM FEW120 19/01 A2976 RMK AO2 SLP070 T01940011 51021
AMW	2026-05-09 15:53	-93.6185	41.9904	280.00	18.89	34.22	14.00	16.10	KAMW 091553Z AUTO 34014G20KT 10SM SCT110 19/03 A2977 RMK AO2 SLP074 T01890028
AMW	2026-05-09 16:53	-93.6185	41.9904	280.00	20.00	33.22	14.00	16.10	KAMW 091653Z AUTO 34014G20KT 10SM BKN110 20/03 A2977 RMK AO2 SLP076 T02000033
AMW	2026-05-09 17:53	-93.6185	41.9904	280.00	20.00	38.81	14.00	16.10	KAMW 091753Z AUTO 35014G20KT 10SM FEW110 20/06 A2978 RMK AO2 SLP078 T02000056 10217 20083 51007
AMW	2026-05-09 18:53	-93.6185	41.9904	280.00	18.89	43.21	14.00	16.10	KAMW 091853Z AUTO 34014G22KT 10SM SCT110 19/06 A2979 RMK AO2 SLP086 T01890061
AMW	2026-05-09 19:53	-93.6185	41.9904	280.00	20.56	37.50	12.00	13.80	KAMW 091953Z AUTO 33012G20KT 10SM FEW110 21/06 A2981 RMK AO2 SLP090 T02060056
AMW	2026-05-09 20:53	-93.6185	41.9904	280.00	20.56	28.51	11.00	12.65	KAMW 092053Z AUTO 32011G17KT 10SM CLR 21/02 A2980 RMK AO2 SLP088 T02060017 50008
AMW	2026-05-09 21:53	-93.6185	41.9904	280.00	21.11	23.46	14.00	16.10	KAMW 092153Z AUTO 33014G23KT 10SM CLR 21/M01 A2981 RMK AO2 SLP091 T02111006
AMW	2026-05-09 22:53	-93.6185	41.9904	280.00	20.00	23.16	15.00	17.25	KAMW 092253Z AUTO 33015G20KT 10SM CLR 20/M02 A2983 RMK AO2 SLP100 T02001017
AMW	2026-05-09 23:53	-93.6185	41.9904	280.00	19.44	23.01	15.00	17.25	KAMW 092353Z AUTO 34015G21KT 10SM CLR 19/M02 A2985 RMK AO2 SLP106 T01941022 10217 20183 53017
AMW	2026-05-10 00:53	-93.6185	41.9904	280.00	17.22	23.36	12.00	13.80	KAMW 100053Z AUTO 34012G21KT 10SM CLR 17/M04 A2988 RMK AO2 SLP115 T01721039
AMW	2026-05-10 01:53	-93.6185	41.9904	280.00	14.44	27.89	8.00	9.20	KAMW 100153Z AUTO 34008KT 10SM CLR 14/M04 A2991 RMK AO2 SLP125 T01441039
AMW	2026-05-10 02:53	-93.6185	41.9904	280.00	12.78	29.82	8.00	9.20	KAMW 100253Z AUTO 35008KT 10SM CLR 13/M04 A2995 RMK AO2 SLP139 T01281044 53034
AMW	2026-05-10 03:53	-93.6185	41.9904	280.00	10.00	35.84	6.00	6.90	KAMW 100353Z AUTO 34006KT 10SM CLR 10/M04 A2998 RMK AO2 SLP149 T01001044
AMW	2026-05-10 04:53	-93.6185	41.9904	280.00	8.89	38.62	9.00	10.35	KAMW 100453Z AUTO 35009KT 10SM CLR 09/M04 A2999 RMK AO2 SLP153 T00891044
AMW	2026-05-10 05:53	-93.6185	41.9904	280.00	8.33	38.45	7.00	8.05	KAMW 100553Z AUTO 34007KT 10SM CLR 08/M05 A3002 RMK AO2 SLP163 T00831050 10194 20083 402170050 53022
AMW	2026-05-10 06:53	-93.6185	41.9904	280.00	7.22	43.25	7.00	8.05	KAMW 100653Z AUTO 34007KT 10SM CLR 07/M04 A3004 RMK AO2 SLP169 T00721044
AMW	2026-05-10 07:53	-93.6185	41.9904	280.00	5.00	52.58	8.00	9.20	KAMW 100753Z AUTO 34008KT 10SM CLR 05/M04 A3006 RMK AO2 SLP179 T00501039
AMW	2026-05-10 08:53	-93.6185	41.9904	280.00	5.56	50.59	6.00	6.90	KAMW 100853Z AUTO 34006KT 10SM CLR 06/M04 A3008 RMK AO2 SLP184 T00561039 53019
AMW	2026-05-10 09:53	-93.6185	41.9904	280.00	5.56	50.59	0.00	0.00	KAMW 100953Z AUTO 00000KT 10SM CLR 06/M04 A3009 RMK AO2 SLP188 T00561039
AMW	2026-05-10 10:53	-93.6185	41.9904	280.00	4.44	54.66	3.00	3.45	KAMW 101053Z AUTO 31003KT 10SM CLR 04/M04 A3010 RMK AO2 SLP192 T00441039
AMW	2026-05-10 11:53	-93.6185	41.9904	280.00	5.56	59.67	0.00	0.00	KAMW 101153Z AUTO 00000KT 10SM CLR 06/M02 A3012 RMK AO2 SLP198 T00561017 10083 20028 53012
AMW	2026-05-10 12:53	-93.6185	41.9904	280.00	10.56	44.24	3.00	3.45	KAMW 101253Z AUTO 32003KT 10SM CLR 11/M01 A3014 RMK AO2 SLP203 T01061011
AMW	2026-05-10 13:53	-93.6185	41.9904	280.00	13.89	34.11	4.00	4.60	KAMW 101353Z AUTO 35004KT 10SM CLR 14/M02 A3014 RMK AO2 SLP204 T01391017
AMW	2026-05-10 14:53	-93.6185	41.9904	280.00	16.11	27.23	6.00	6.90	KAMW 101453Z AUTO 33006KT 10SM CLR 16/M03 A3015 RMK AO2 SLP205 T01611028 51009
AMW	2026-05-10 15:53	-93.6185	41.9904	280.00	17.22	25.38	6.00	6.90	KAMW 101553Z AUTO VRB06KT 10SM CLR 17/M03 A3016 RMK AO2 SLP212 T01721028
AMW	2026-05-10 16:53	-93.6185	41.9904	280.00	18.33	22.70	7.00	8.05	KAMW 101653Z AUTO 25007G15KT 10SM CLR 18/M03 A3016 RMK AO2 SLP210 T01831033
AMW	2026-05-10 17:53	-93.6185	41.9904	280.00	19.44	21.18	7.00	8.05	KAMW 101753Z AUTO 27007KT 10SM CLR 19/M03 A3014 RMK AO2 SLP204 T01941033 10194 20050 58002
AMW	2026-05-10 18:53	-93.6185	41.9904	280.00	20.56	19.78	12.00	13.80	KAMW 101853Z AUTO 32012G25KT 10SM FEW100 21/M03 A3012 RMK AO2 SLP198 T02061033
AMW	2026-05-10 19:53	-93.6185	41.9904	280.00	21.11	16.86	7.00	8.05	KAMW 101953Z AUTO 30007G19KT 10SM FEW100 21/M05 A3011 RMK AO2 SLP193 T02111050
AMW	2026-05-10 20:53	-93.6185	41.9904	280.00	22.78	15.89	17.00	19.55	KAMW 102053Z AUTO 28017G24KT 10SM SCT110 23/M04 A3009 RMK AO2 PK WND 28028/2015 SLP185 T02281044 58017
AMW	2026-05-10 21:53	-93.6185	41.9904	280.00	22.22	17.86	12.00	13.80	KAMW 102153Z AUTO 29012G21KT 10SM BKN110 22/M03 A3008 RMK AO2 SLP184 T02221033
AMW	2026-05-10 22:53	-93.6185	41.9904	280.00	21.67	20.06	12.00	13.80	KAMW 102253Z AUTO 29012G21KT 10SM BKN110 22/M02 A3008 RMK AO2 SLP183 T02171022
AMW	2026-05-10 23:53	-93.6185	41.9904	280.00	21.11	19.92	17.00	19.55	KAMW 102353Z AUTO 29017G25KT 10SM CLR 21/M03 A3007 RMK AO2 SLP181 T02111028 10233 20189 56005
AMW	2026-05-11 00:53	-93.6185	41.9904	280.00	19.44	23.01	10.00	11.50	KAMW 110053Z AUTO 31010KT 10SM CLR 19/M02 A3009 RMK AO2 SLP185 T01941022
AMW	2026-05-11 01:53	-93.6185	41.9904	280.00	16.11	26.13	7.00	8.05	KAMW 110153Z AUTO 34007KT 10SM CLR 16/M03 A3011 RMK AO2 SLP194 T01611033
AMW	2026-05-11 02:53	-93.6185	41.9904	280.00	13.33	31.25	5.00	5.75	KAMW 110253Z AUTO 35005KT 10SM CLR 13/M03 A3014 RMK AO2 SLP203 T01331033 53022
AMW	2026-05-11 03:53	-93.6185	41.9904	280.00	13.89	30.14	8.00	9.20	KAMW 110353Z AUTO 01008KT 10SM BKN090 14/M03 A3016 RMK AO2 SLP211 T01391033
AMW	2026-05-11 04:53	-93.6185	41.9904	280.00	12.22	35.03	5.00	5.75	KAMW 110453Z AUTO 02005KT 10SM BKN100 12/M03 A3018 RMK AO2 SLP216 T01221028
AMW	2026-05-11 05:53	-93.6185	41.9904	280.00	10.56	39.12	4.00	4.60	KAMW 110553Z AUTO 03004KT 10SM CLR 11/M03 A3019 RMK AO2 SLP221 T01061028 10211 20106 402330028 51017
AMW	2026-05-11 06:53	-93.6185	41.9904	280.00	7.22	53.20	4.00	4.60	KAMW 110653Z AUTO 35004KT 10SM CLR 07/M02 A3019 RMK AO2 SLP221 T00721017
AMW	2026-05-11 07:53	-93.6185	41.9904	280.00	5.56	62.16	3.00	3.45	KAMW 110753Z AUTO 34003KT 10SM CLR 06/M01 A3019 RMK AO2 SLP221 T00561011
AMW	2026-05-11 08:53	-93.6185	41.9904	280.00	5.00	62.02	0.00	0.00	KAMW 110853Z AUTO 00000KT 10SM CLR 05/M02 A3021 RMK AO2 SLP227 T00501017 53005
AMW	2026-05-11 09:53	-93.6185	41.9904	280.00	4.44	64.48	3.00	3.45	KAMW 110953Z AUTO 33003KT 10SM CLR 04/M02 A3021 RMK AO2 SLP228 T00441017
AMW	2026-05-11 10:53	-93.6185	41.9904	280.00	3.89	67.04	0.00	0.00	KAMW 111053Z AUTO 00000KT 10SM CLR 04/M02 A3021 RMK AO2 SLP230 T00391017
AMW	2026-05-11 11:53	-93.6185	41.9904	280.00	4.44	67.16	0.00	0.00	KAMW 111153Z AUTO 00000KT 10SM CLR 04/M01 A3022 RMK AO2 SLP233 T00441011 10111 20028 53005
AMW	2026-05-11 12:53	-93.6185	41.9904	280.00	10.00	47.82	0.00	0.00	KAMW 111253Z AUTO 00000KT 10SM CLR 10/M01 A3023 RMK AO2 SLP233 T01001006
AMW	2026-05-11 13:53	-93.6185	41.9904	280.00	13.33	39.95	3.00	3.45	KAMW 111353Z AUTO VRB03KT 10SM CLR 13/00 A3023 RMK AO2 SLP234 T01330000
AMW	2026-05-11 14:53	-93.6185	41.9904	280.00	16.11	32.07	0.00	0.00	KAMW 111453Z AUTO 00000KT 10SM CLR 16/M01 A3023 RMK AO2 SLP234 T01611006 51003
AMW	2026-05-11 15:53	-93.6185	41.9904	280.00	17.78	26.60	3.00	3.45	KAMW 111553Z AUTO VRB03KT 10SM CLR 18/M02 A3023 RMK AO2 SLP232 T01781017
AMW	2026-05-11 16:53	-93.6185	41.9904	280.00	18.89	25.85	4.00	4.60	KAMW 111653Z AUTO VRB04KT 10SM CLR 19/M01 A3020 RMK AO2 SLP225 T01891011
AMW	2026-05-11 17:53	-93.6185	41.9904	280.00	20.56	25.28	4.00	4.60	KAMW 111753Z AUTO VRB04KT 10SM CLR 21/00 A3018 RMK AO2 SLP215 T02060000 10206 20044 58019
AMW	2026-05-11 18:53	-93.6185	41.9904	280.00	21.11	25.43	8.00	9.20	KAMW 111853Z AUTO 17008KT 10SM CLR 21/01 A3014 RMK AO2 SLP202 T02110006
AMW	2026-05-11 19:53	-93.6185	41.9904	280.00	22.78	22.07	M	M	KAMW 111953Z AUTO 10SM CLR 23/00 A3012 RMK AO2 SLP196 T02280000
AMW	2026-05-11 20:53	-93.6185	41.9904	280.00	23.33	24.07	11.00	12.65	KAMW 112053Z AUTO 17011G18KT 10SM FEW100 23/02 A3010 RMK AO2 SLP189 T02330017 56025
AMW	2026-05-11 21:53	-93.6185	41.9904	280.00	22.78	26.94	6.00	6.90	KAMW 112153Z AUTO 17006KT 10SM CLR 23/03 A3008 RMK AO2 SLP183 T02280028
AMW	2026-05-11 22:53	-93.6185	41.9904	280.00	21.67	31.18	7.00	8.05	KAMW 112253Z AUTO 15007KT 10SM CLR 22/04 A3007 RMK AO2 SLP181 T02170039
AMW	2026-05-11 23:53	-93.6185	41.9904	280.00	21.67	29.98	9.00	10.35	KAMW 112353Z AUTO 13009KT 10SM CLR 22/03 A3004 RMK AO2 SLP170 T02170033 10239 20200 58019
AMW	2026-05-12 00:53	-93.6185	41.9904	280.00	20.56	30.86	10.00	11.50	KAMW 120053Z AUTO 13010KT 10SM CLR 21/03 A3002 RMK AO2 SLP163 T02060028
AMW	2026-05-12 01:53	-93.6185	41.9904	280.00	18.89	35.59	9.00	10.35	KAMW 120153Z AUTO 13009KT 10SM CLR 19/03 A3001 RMK AO2 SLP159 T01890033
AMW	2026-05-12 02:53	-93.6185	41.9904	280.00	17.78	39.68	10.00	11.50	KAMW 120253Z AUTO 14010KT 10SM CLR 18/04 A3001 RMK AO2 SLP158 T01780039 55009
AMW	2026-05-12 03:53	-93.6185	41.9904	280.00	17.22	42.73	12.00	13.80	KAMW 120353Z AUTO 15012KT 10SM CLR 17/04 A3001 RMK AO2 SLP155 T01720044
AMW	2026-05-12 04:53	-93.6185	41.9904	280.00	17.22	44.42	13.00	14.95	KAMW 120453Z AUTO 15013KT 10SM CLR 17/05 A2999 RMK AO2 SLP150 T01720050
